label,sentence
6,【Sports Watch】ラモス氏“監督は鉄になるしかない”
1,Time-Lapse（微速度）撮影ができるカメラ！ COMPTEX TAIPEIで見つけたオモシロガジェット【デジ通】
2,次世代PSなのか!? 部屋と一体になる映像システムのコンセプト映像公開—ソニー【売れ筋チェック】
2,3D対応！パナソニックからブルーレイディーガ　プレミアムモデル2機種が新発売
7,お肌に優しいから安心　紫外線が気になる独女の夏の対策とは？
7,【独女的コミックレビュー】vol.4『遠野物語』
6,長友明かす。代表戦前にカラオケに行った本田『これを歌わなきゃ、俺は戦えない』
5,クリスマスのイルミネーションデート、誰もが経験する″ある悩み″とは？
3,au版iPhone4Sの購入者に“仕込み疑惑”が浮上
7,“ファン待望”のフレーバーがついに登場　ピンクで可愛くリフレッシュ
8,ソニーモバイル、新作Xperiaスマートフォン「Xperia tipo」「Xperia tipo dual」を発表！3.2インチディスプレイ搭載の小型モデル
4,多種多様なデバイスを使うデジタル世帯の、セキュリティ意識とは？
1,デジタル機器の使いこなしから話題のネタまで【デジ通】一気読み
8,【今週のオススメ「iPhoneアプリ」特集：2012年4月29日〜5月12日編】
3,AKB48に訊く、“選挙後、ギクシャクしたメンバーはいる？”
6,【Sports Watch】ザック・ジャパン、対韓国戦に「一人一人が判断を間違えていない」
1,都会の空でも美しい星が私たちを照らしている！写真展「都会の星」を開催へ
1,作業用BGMを探すのに最適！　お気に入りのアーティストを連続再生「Musictonic」
3,石川遼をエロい目で見る眞鍋かをり
4,ビジネスパーソンを苦しめる大増税時代の解決策、ケータイ通話料金に新たな提案
6,柔道・海老沼、旗判定やり直しに「会場の皆さんが後押ししてくれた」
4,女探偵が語る ″オトコとオンナの事情″（後編）
0,なぜ人類は月を見捨てたのか、映画『アポロ18』で驚愕の事実が明かされる
3,チェルノブイリ再来か、福島で恐れていた事態が遂に…
1,グラボを買うとBDプレーヤーが当たる！　Sapphire製グラボ購入キャンペーン本日開始
8,ネコ好きはすぐにインストールしよう！天気、バッテリー残量、時間をニヤニヤしながらチェックできる「ぺらネコライブ壁紙」【Androidアプリ】
3,″人間の脳″をロボットに移植するロシアのプロジェクトに賛否両論
5,【終了しました】幸せを運んでくれるかも？ 南米パラグアイの銀細工ピアスを3名様にプレゼント
5,自宅で簡単！　ヨガポーズで「冬太り」をスッキリ解消
1,入社3年後の定着率9割以上！孫社長の雇用発言がネットで話題
6,日本代表の要求にタジキスタンが了承も「やりすぎだろ」の声
1,話題のタブレット端末に強い味方！ドコモ ARROWS Tab LTE F-01D本革マルチポーチケース【モバステ通信】
5,社会人の人気は「犬」タイプ？ 本音でぶつかる「グレアナ」流の友情
2,豪徳寺美鈴が待ちわびたお掃除ロボットは？　「家電の女」第三話を読んでみた【話題】
5,タッチで簡単♪「デジタルムービー一眼」で、カメラ女子になろう
3,「FNSうたの夏まつり」でAKB48の生歌が「ひどかった」と話題に
1,進化するUltrabook　全部入りUltrabookにテカテカ液晶モデルが追加
8,スクエニ、FINAL FANTASYとFINAL FANTASY IIをAndroid向けに提供開始！価格はそれぞれ800円
8,Sony Mobile、最新Androidスマートフォン「Xperia SL」を発表！1.7GHzデュアルコアCPU搭載
0,「スター・ウォーズ3D」のポスター公開！ダース・モールのライトセーバーが輝く
3,ソフトバンク市、モバゲー市…泉佐野市の「市の名前、売ります」がネット上で話題
6,「11点取れってことか」斎藤佑樹の開幕投手指名に驚きの声
6,ダルビッシュの不調、原因はマウンドにあった？
7,独女予備軍たちの恋愛観、そして…。
7,「変わらないね」のひと言に感じるコト
7,他人事ではない！ 占い依存症の独女たち
5,みんなに差をつける！ ユニークおけいこ
8,jig.jp、2人だけで密なコミュニケーションや共有ができるスマホ向けアプリ「Pairin」をリリース
0,武井咲とクリスマスを一緒に過ごし、彼女の誕生日を祝う方法
5,冬の夜、紅茶の香るカクテルでくつろぎタイムを
0,先行上映が決定、ついに“アベンジャーズ現象”が日本上陸
1,安価に作るマルチディスプレイ環境　独自拡張のグラボ「「FLEX HD7770 GHZ EDITION」
1,不屈の精神力を持っているか！孫社長の格言的な言葉が話題
0,【週末映画まとめ読み】宮崎あおい「いろいろな夫婦の形がある」
7,【オトナ女子のリアルな悩み】フラれて4カ月。彼が忘れられず前に進めない私
3,元AKB48大島麻衣が男性遍歴を暴露しネットユーザー「ドン引き」
1,シマンテックより警告！　メールアドレスを収集する危険なアプリに要注意！
6,【Sports Watch】引退した仁志がテレビに出演、“徹底解説”の筈が——
4,「やりたい仕事を任せてもらえない…」- 辛口説教部屋 vol.20
2,どっちが問題？　韓国ロケで激怒する中国人女優と、それをバッシングする韓国人【話題】
7,【オトナ女子映画部】“情熱”vs.“安らぎ”パートナーに求めるのはどっち？『トゥー・ラバーズ』
0,世界一有名な探偵が女装？　『シャーロック・ホームズ　シャドウ　ゲーム』の予告映像が公開
4,ゴルフとクルマに通ずる“ジェントル”の流儀【ゴルフ特集】
7,【オトナ女子のリアルな悩み】付き合う相手はいつも外国人男性…日本人男性を選べない理由とは
3,韓国がハブられたiPhone4S発表会
1,利用の拡大が続くタブレット端末　GfK Japan「012年4月期企業のタブレット型端末導入状況調査」
7,増え続ける最大級規模のアウトレットモール、独女が楽しむコツは？
5,2012年、女子的ヒット予想！
4,【特集/JOURNEY】 刺激的で優しいアラブの国へ　（1/8）
7,男を「疲れさせる女」の正体とは!?
3,千葉県船橋市で毎時5.82マイクロシーベルトを検出
4,予約締切は本日まで！「キン肉マン」10周年Ｔシャツイベント
3,オセロ中島知子“ツバ吐いてブチ切れ”…「原因は松嶋への妬み」との声も
1,ウィンドウを拡大し自在に動かす！プレゼンからPC操作の説明まで使える「ZoomIT」【PC快適術】
8,スマホのロック画面をカスタマイズできる「Dot Locker - ロック画面をカスタマイズ」【Androidアプリ】
0,“日本版EMINEM”ヒップホップ界の頂点が問題作のイメージ楽曲で参戦
0,【プレゼント】人種問題のタブーに挑んだ映画『ヘルプ 〜心がつなぐストーリー〜』のブルーレイ+DVDセット
3,32歳下の女性と結婚のラサール石井に「気持ち悪い」と非難殺到
0,広末涼子の登場に、上海で警備員を緊急増強
3,ナイナイ岡村、AKB特番の出演依頼を拒否 「ああいうところに出るのは……」
8,好きな写真を使ってジグソーパズルができる「ジグソロイド」【Androidアプリ】
3,オセロ中島がＴＢＳ「知っとこ!」司会降板決定にネット上で心配の声
2,中の人はこんなに大変！　クリスマス商戦でアマゾン倉庫は大忙しに【話題】
0,女子高生シンガーのKyleeが「美人映写技師との恋」を描いた映画の主題歌担当に
1,イザというときのZohoがパワーアップ！ZohoのオフィスシリーズがGoogleドライブと連携
2,朝から圧倒的なエロさ！　マグナムが寂しそうなGACKTのツイッターがおもしろい【話題】
6,【Sports Watch】シャルケ・内田、「勘違いしちゃいけない」
8,ジョジョの奇妙な冒険25周年スマホ「JOJO L-06D」が発表された会場でジョジョ立ちをしてみた！ついでに「ゴゴゴ・ドドド・ジョジョの奇妙なカメラ」を使ってみた【Androidアプリ】
1,反対者はわずか12人、参議院本会議で違法ダウンロード刑罰化が確定
5,「映画祭を創る、女性たち。」vol.4　コンテンツマーケットディレクター　森下美香さん
3,HEY！HEY！HEY！に寄せられたメッセージがK-POP押しばかり…
4,「新入社員との間に、溝が出来てしまって悩んでいます」 - 辛口説教部屋 vol.47
0,インタビュ—：マット・ボマー（ニール・キャフリー役）
5,ナマ足を武器に変えるには？　今すぐできる！ 脚美人メソッド
3,「ダルの父親が紗栄子に激怒」がネット掲示板で「当たり前」
1,ThinkPad X1 Carbonで従来のACアダプターは使えるのか？【デジ通】
6,楽天・田中、広島・前田が番組司会者にチクリ
8,シニア層が買ってもきちんと使えるようになっているのか？ドコモスマホ「らくらくスマートフォンF-12D」を購入したので開封してみた【レポート】
2,【ニュース】関電の節電要請は２２日で終了
2,あのタモリさんが不機嫌になり危うく放送事故！　総集編が気になる「笑っていいとも！」【話題】
6,【Sports Watch】“五輪の時もずっと彼はいた”高橋尚子の仰天デートとは？
7,自分では気づかない「くせ」や「口ぐせ」に要注意
4,Wi-Fi搭載だからできる“共感型ムービー”の作り方
3,被災者イジメ「津波で死ねばよかったのに」に非難殺到
8,EXILEも「日本のARROWS」を応援！——富士通がNTTドコモ向け2012年夏モデル説明会を開催【レポート】
8,ちょっとお高い？GALAXY Note SC-05D用アクセサリー「Bumper Orange for SC-05D」を使用してみた【レビュー】[Galaxy_Report]
2,厳しい？　それとも当たり前？　アップルが従業員のSNS利用にガイドライン導入【話題】
6,「あれで全てが狂った」「誰も信用してない」 中日元監督・落合氏が仰天発言連発!?
8,NTTドコモ、Xperia初のXi対応スマホ「Xperia GX SO-04D」を8月9日に発売予定！8月2日から事前予約開始
0,水樹奈々、映画主題歌の初披露にファン1500人が大興奮
3,2011年の赤ちゃんの名前ランキングに垣間見える“草食系”の流れ
1,レガシーポート搭載マザー！ECSよりAtom搭載Mini-ITXマザーボード
8,暑い毎日に熱中症にならないための万全の体制を！暑さをわかりやすい指数で表示できる「熱中症警戒計」【iPhoneアプリ】
5,表参道のオシャレカフェで思い通りの時間を
8,【世界初スマートソニックレシーバー搭載！Android 4.0搭載大人向けauスマートフォン「URBANO PROGRESSO」特集】
4,女は“愛嬌”、男も“愛嬌”-人事担当者がこっそり教える採用ウラ話 vol.6
3,ロンブー淳の「知りたがり!」レギュラー出演に賛否両論
5,インタビュー：深田恭子「大人の女性からいろんなことを教えてもらって成長したい」
3,NHKの受信契約業務委託会社の“怖すぎる”行為に、ユーザーは非難の嵐
5,食欲も美容も満たす！ 満足女子鍋
5,撮るだけじゃない！ モニター利用もできるビデオムービー登場
0,初の試み！ 史上最大規模の3Dカメラ×世界遺産での撮影
0,栗山千明「チョコあげるのをドキドキしてました」
6,【Sports Watch】ダル、紗栄子とのあまりの違いに愕然とした!?
7,将来「イクメン」になる男性って、どんなタイプ？
0,東日本大震災から1年、マスコミの災害報道について語る映画が公開
0,【編集部的映画批評】10日間で興行収入13億円超え！“猿”はどこまで行くのか
5,山陰の郷土の味とお酒でまったりと　【プレゼント有】
6,「ニッポンの夜明け」澤のバロンドール受賞に賞賛の声
0,食べて、呑んで、映画を観れる『東京ごはん映画祭』が今年も開催
1,将来のノートパソコンの厚みは? 薄型化の限界はどこまで【デジ通】
5,女子が笑顔になっちゃうキュートなチョコレート
2,春の新生活の必需品！女の子でも簡単に使えるワイヤレスモニタでおうちを更に安心に！
7,霊感ヤマカン第六感！　男の浮気はこう見抜く
0,映画界の“生きる伝説”が人類の起源に迫る
2,AmazonがシアトルにKindleストアをオープン！　電子書籍に興味がなかった人にどこまで響くか？【話題】
4,「手取り15万円、一人暮らしは贅沢？」 - 辛口説教部屋 vol.52
2,優しいだけじゃ汚れに勝てない！　豪徳寺美鈴が肉食系洗濯機をゲット！【家電の女：第六話】
1,企業の業績と戦略をiPadでチェック！「IR資料・会社資料ダウンロードサービス」【デジ通】
0,西田敏行も思わず涙ぐむ「父から娘」への手紙
5,フラワープリントvs.マリンスタイル　あなたはどっちがお好き？
1,オリジナルのままじゃつまらない！　ひと手間加えてTumblrのデザインを変更する【知っ得！虎の巻】
5,日本初！　DHC、“10倍濃度”のコエンザイムQ10シリーズを発表
2,Facebook投稿で原因発覚？　イタリアの豪華客船、船長がいいとこ見せたくて事故か？【話題】
2,前方に案内が浮かび上がる!?　世界初のサイバーなカーナビがパイオニアから発売【売れ筋チェック】
1,パソコンとテレビが合体した製品！NECの技術を盛り込んだ、レノボの新PCが凄い
3,「その国の事を考えて」フィフィの猫ひろし批判に賛否両論
3,「認知症の男性へのレジの女性の返答」がネットで反響呼ぶ
5,渡部豪太「瞬間、瞬間を楽しんで下さい」
1,間違いなくワイルドなiPhoneカバー！　スギちゃんのiPhoneカバー登場！
3,和田アキ子が板野友美に「挨拶せんかい!」と激怒、携帯真っ二つに「やりすぎ」の声
0,黒木メイサ、新CM発表会をネット生中継＆新コラボPV解禁
6,プロレスラー・小橋建太が骨折しても病院に行かないワケ
3,「数十億の募金がパンダに…」近藤真彦の提案に非難
0,映画『るろうに剣心』撮影終了、ビジュアルが初公開！
7,【オトナ女子映画部】“運命の人”をキャッチする方法！『セレンディピティ』
6,注目度急上昇、可憐で知的な美女拳士＝栗田佳織とは
0,『ロード・オブ・ザ・リング』シリーズの前章『ホビット』第二部の公開日決定
2,録画したいほど見たいテレビ番組がない？　録画機を買わない理由がネットで討論【話題】
2,スプレーするだけで、何でも電池にできるペンキ【サイエンスニュース】
3,伊集院光とアンタ柴田が電撃和解　両者の確執と柴田の長期休養の真相も明かす
8,Android向けFirefox 15のベータ版が登場！タブレット向けデザイン刷新のほか新機能を複数実装
3,NHK大河ドラマに「捏造」の声
1,雑誌をPDF化してiPadで読む裏技！スキャナー活用のノウハウを伝授【新スタイル活用術】
2,USBとシガーソケット電源対応加湿器GH-USB-MISTM【売れ筋チェック】
8,まだまだお得！NTTドコモの6月からのMNP時における月々サポート増額分をまとめて紹介
2,来年1月に登場か！？　アップルがiPad3の製造を開始【話題】
3,芥川賞作家・田中慎弥氏「石原慎太郎都知事との対立関係はメデイアが作った」と指摘しツイッターで絶賛の声
7,チェックしよう！ 一人暮らしの救急箱
2,ソニー、１０倍ズームで３．０型タッチパネル搭載の“サイバーショット”「ＤＳＣ−ＷＸ１７０」を発売【売れ筋チェック】
7,家に帰ったらダメ人間化!? 人には見せられない私の姿
8,Interop Tokyo 2012：サイバートランスジャパンがPHSや3G回線を利用した「クラウドLEDによる照明省エネ制御」を展示【レポート】
1,やっぱいいわ！レッツノート！  SX2の中身はコレだ！最強モバイルノートPC開封フォトレポ
0,【2011下半期アワードvol.4】やっぱり、ジェニファー・アニストンはセクシーだった
8,ソニー、Sony TabletシリーズをAndroid 4.0にOSバージョンアップするソフトウェアアップデートを提供開始
3,中畑監督の“暴力団員仲介”報道、ネットでも疑問の声続々
4,女子ウケがイイ、ゴルフ男子とは？ 【ゴルフコラム vol.1】
6,日本×ベトナム戦に、イライラ募る福田氏「何だよ、コレ」
0,『007』シリーズ、記念すべき生誕50周年の作品は「スカイフォール」
3,「とくダネ！」で京大准教授が放送事故寸前のブチ切れ
6,【Sports Watch】俊輔、W杯で“もし初戦を落とした時——”
1,通信プラットフォーム企画会社の清算に見る次世代LTE開発の行方
3,ナイナイ矢部浩之の卒業文集がネット上で話題に
1,ありがとうございます！孫社長 丸坊主アイコンに″およっ″
7,『子供が欲しくない』という女性に共感できますか？
1,関西KDDI強し！2ヶ月連続で純増No.1に続く、さらなる一手
0,【DVDエンター！】空気を読まないけど、かわいいと思ってしまう新人の女の子
0,GWは格安のイタリア旅行に！　岡本太郎も注目のイタリア映画
7,【オトナ女子映画部】なぜアメリカ人はヴァンパイアを好むのか 『トワイライト・サーガ／ブレイキング・ドーン Part1』
8,サムスン電子、GALAXY SIII SC-06DをBEER BAR in Roppongi Hillsでタッチ＆トライできるイベントを7月20日から開催
0,史上最強の映画『アベンジャーズ』の声優に“最強芸人”雨上がり・宮迫が決定
2,やっぱり強かった！「家政婦のミタ」最終話の視聴率は歴代３位の４０％【話題】
0,【週末映画まとめ読み】注目の若手女優、セクシーグラドル、天才空手美少女を独り占め
3,「殺人行為に等しい」の声も…てんかん患者の免許取得に賛否
7,くさったよめがあらわれた！vol.10「むせかえる暑さにご立腹な女子のみなさまへ」presented by ゆるっとcafe
4,「コーチ メンズ」による初の期間限定ポップアップストアがオープン！
6,【Sports Watch】モデル業を捨てた卓球美少女
7,今年の夏、女子はボーナスをどう使う？
4,別れる？ 続ける？3月末で決断を迫る査定サービス
1,意外と知らないExcelのウラ技！仕事で役立つウルトラテクニック【知っ得！虎の巻】
3,放送事故？マツコが再び女子アナに衝撃発言
2,Twitterでまた事件！　今度はビビる大木が悪口を言うショップ店員に怒り心頭！【話題】
6,【Sports Watch】石井慧、スピード離婚に「ホッとしました」
2,【ニュース】NTTドコモがイギリスのボーダフォンと事業提携へ
6,ユーロでも大胆不敵、″悪童″バロテッリとは何者なのか
4,暴言それとも英断!?　「災害時こそEV」って本当？
0,【編集部的映画批評】みんなで繋がれば怖くない、自己責任爽やかホラー
1,一粒で三度おいしい虚構新聞！　一連の騒動に関する検証を掲載
6,【Sports Watch】テリー、岡田監督に「僕らもボロクソいってましたから」
5,オトナ女子のご褒美に！ゴージャスコフレ
1,Facebookドリームから飛び出した19歳！驚くほどパワフルな写真の秘密を探る【新写真空間】
4,カメラを片手に散策する、東京リラックスゾーン　vol.3
3,「金総書記死去」でパンクブーブーに災難
2,使い方が想像できないと話題！　Googleショッピングで販売中のミシンがすごい【話題】
6,【Sports Watch】北島康介、これまでとは正反対の練習方針に
2,【特集】パナソニックが力を入れる「ビューティ」家電
7,兄弟がいる女、姉妹がいる女、人生得するのはどっち？【前編】
0,ネットで話題騒然、『キャプテン・アメリカ』の衝撃的な本編シーンを公開
2,一晩平均３０通！？　アメリカのティーンはケータイしすぎで睡眠不足【話題】
5,名門ホテルで贅沢に癒される、2人のスパクリスマス
4,藤岡弘、が「髪に喝！ 喝！ 喝！！」
6,【Sports Watch】阪神と広島にみる、1勝＝5億円の差とは？
2,ドコモも登場で競争がより過熱！？　来年夏にドコモがiPhone参入か【ニュース】
7,【合コン科学研究所〜目ヂカラ編〜 】 実践！ 合コン必勝の“目ヂカラキープ”術
3,ＡＫＢ大島優子に非難殺到 「性格が悪すぎる」
8,"NTTドコモ、ご愛顧10年 Xiスマホ割およびU-25 Xiスマホ割による割引額を最大10,080円に増額"
0,全世界が恐怖した“超常現象”再び！驚愕の真実に迫る『パラノーマル・アクティビティ4』がついに解禁
6,香川真司、メッシを語る「分かっていても止められない」
5,来年のバレンタインはP・ガニェールのショコラ&シャンパンバーで！
6,【Sports Watch】松坂大輔「もう勝ったと思って寝るわ」→大逆転負け
7,自転車女子、はじめました vol.12『「輪行」のその先に・・・・・・』　Presented by ゆるっとcafe
6,世界有数の美女ゴルファー“ピンク・パンサー”が日本のテレビ番組でスーパーショット連発
8,イー・アクセス、イー・モバイル向けのモバイルWi-Fiルーター「Pocket Wi-Fi LTE GL04P」を発表！世界初UE Category 4対応で下り最大150Mbpsに
6,四大陸直前、浅田真央、トリプルアクセルは「ジャンプが上がってちゃんと回れるかも」
0,インタビュー：MEGUMI＆西川史子＆重盛さと美「地上波では出来ないことしかやってない」
2,人気の Hulu オリジナルコンテンツが日本初上陸！！【Hulu特集】
6,【Sports Watch】ゴン中山 「岡崎は42歳まで現役をやるでしょう」
5,OLがイメージする”大掃除のスペシャリスト”1位は松居一代さん
5,【終了しました】スマフォでもっとドキドキしよう！ 豪華プレゼントキャンペーン開始！
7,独女流、野球場の楽しみ方とは？
3,杉村太蔵、片山さつき議員に「議員は個人攻撃するな」
3,「嵐・櫻井翔がファンの携帯叩き落し騒然」にファン「捏造だ」
5,ほしのあきの美脚＆ヒップアップの秘訣
6,【Sports Watch】不振続く松井秀に「マイナーでのプレーを余儀なくされる」
8,【国内初！クアッドコアCPU搭載スマホ「ARROWS X F-10D」「ARROWS Z ISW13F」特集】
1,本体なしでも育成とゲームが可能！ スマートペット育成記 （2）【デジ通】
7,男友達が多いと彼ができない!?
5,アカデミー賞を彩る陰の主役“フォーエバーマーク　ダイヤモンド”
7,結婚式はオンナの自意識披露パーティー？
0,SFなのにリアル！ 話題の海外ドラマ『THE EVENT／イベント』がスゴい理由
0,庶民がセレブモデルのハートを盗むための3カ条
8,イー・アクセス、8月発売予定のクアッドコアCPUと16コアGPUを搭載したハイエンドタブレット「GT01」の発売を延期！発売時期は未定
8,NTTドコモ、GALAXY SII SC-02CのAndroid 4.0 ICSへのOSバージョンアップを再開！Android 4.0適用後の不具合も解消[Galaxy_Report]
6,【Sports Watch】日本代表勝利に「日本人として誇りを感じる」
1,コストはどっちに軍配？　書籍の長期保存は紙？　それともデジタル？ 【デジ通】
3,大津市のいじめ問題、元担任教師の「鼻歌」に非難殺到
8,パーティーゲームはキモカワおじさんで盛り上がろう！「怒るおじさん」【iPhoneアプリ】
5,インタビュー：YUKA（moumoon）「女性らしく、ハイヒールを履くのって大事」
7,オンナは“何番目の男”と結婚するのが一番幸せか？【オンナの本音編】
1,NFCがバイクの鍵に？ COMPTEX TAIPEIで見つけた面白ガジェット【デジ通】
6,長澤まさみ似の美少女ダイバー・馬淵優佳が日本一に【画像アリ】
8,今、旬の話題を即座にチェックして話題作りに役立てよう！「ワダイくん -話題のキーワードランキング-」【Androidアプリ】
2,２０１２年はオシャレ家電で！　イデアの家電福袋はメンズ用とレディス用があり今年も期待大【初売り情報】
7,「運命の人」の見分け方
0,【終了しました】デンゼル・ワシントンが世界から狙われる！映画『デンジャラス・ラン』試写会にご招待
0,『スパイダーマン』新ヒロインのエマ・ストーン「素敵なキスシーンはあります！」
7,自転車女子、はじめました vol.13『サイクリングで、ココロを柔軟性に』Presented by ゆるっとcafe
2,憧れのオシャレ家電をお得にゲット！　「アマダナ」福袋2012予約受付スタート【売れ筋チェック】
2,男子必見！　今すぐまねしたいファッションコーデを映像で学ぶ
1,iPhone ・iPadがハイビジョンテレビに！次世代ルーターとテレキングの裏技
8,秋葉原のヨドバシカメラ「ヨドバシAkiba」にメイドカフェ「キャンディフルーツ」が9月1日にオープン
2,スティーブ・ジョブズが広告業界で「名誉の殿堂」入り！【話題】
3,「もう俺達、終わってるんだな」スピードワゴン・井戸田、安達祐実と復縁断念
4,【Office Scope vol.03】ITという海原を往く、遊びゴコロたっぷりの「マザーシップ」（株式会社ECナビ）
3,【韓国ニュース】韓国大物政治家の名前が……、ネット翻訳で珍現象!?
1,インテル社長の自作PCまとめ 吉田社長の個性的な自作機【デジ通】
4,同価格帯でネットブックより強力なベストセラーモバイルノート【新生活特集】
1,参加した人も、不参加の人もチャンスがある！Ultrabooker.jpブースも登場したインテルイベント
0,ブラッド・ピットのジンクスは家族にあり！
0,NYが騒然！突如現れた“崖っぷちの男”
2,「なんで失恋の歌？」ソニーの「ウォークマン　Sシリーズ」CMで流れる西野カナの歌声に疑問の声【話題】
6,【Sports Watch】ノムさん「巨人の悪口を言わないでくれと釘を刺されている」
0,世界各国で話題沸騰！“人類の起源”を解き明かす謎の手がかり
2,日テレで出る出る詐欺！　出演を告知していた中島騒動の占い師が登場せず【話題】
0,【編集部的映画批評】公開延期になったことで超大作になれなかった映画
7,どうやっても貯められない30代女子の貯金改革!! Vol.3「『パーキンソンの法則』が30代女子を救う!?」 Presented by ゆるっとcafe
8,KDDI、au向けAndroid 4.0 ICS搭載「AQUOS PHONE CL IS17SH」を発表！メモリ液晶や最新Feel UX採用
7,自転車女子、はじめましたvol.03「ニコタマポタガール!？」Presented by ゆるっとcafe
5,ブランド牛のニューフェイス、“恵比寿牛”ってどんなお肉？
2,「400億ドル使ってでもつぶしたい」！？　アンドロイドを憎んでいたスティーブジョブズ
2,年末年始はフジテレビが大騒ぎ！　ものまね問題に続き、元日は収録映像を生と放送疑惑【話題】
1,PCの次世代利用モデルを創出へ インテルつくばに新センター開設【デジ通】
4,震災をうけて感じた、大切だと思ったこと
2,寝つけない夜に寝室で愛用…滝クリもオススメのスマートAVライフはパナソニックでチェック【話題】
5,高級地鶏の焼き鳥とワインのマリアージュを堪能　【プレゼント有】
0,『ベルセルク』第2部は、前作を超える“エロス”と“バイオレンス”に注目
2,"オープンしたての「Apple Store, Grand Central」の様子が公開！　オープン前には行列ができる大賑わい【話題】"
4,謎のスイング練習器具、ゴルフの竪琴とは？【ゴルフ特集】
0,【週末映画まとめ読み】「見せたいものを見せてあげる」沢尻エリカが胸元と美脚をあらわに
7,自転車女子、はじめました vol.10『自転車の景色は、輪行で広がる！』Presented by ゆるっとcafe
0,「さらば、グリフィス」、『ベルセルク』前売り特典に刻まれた言葉の意味は？
8,NTTドコモ、Xi対応最軽量スマホ「Xperia SX SO-05D」を8月10日に発売予定！8月3日から事前予約開始
5,モデルご用達のルームウェアブランド「mercy.」1号店が原宿にオープン！
5,自宅で簡単！　ヨガポーズで「花粉症」をスッキリ解消
1,Excel表をらくらく修正！ドラッグで列の順序を入れ替える【知っ得！虎の巻】
0,【いちおう妖ヶ劇場】第13話：アダムス一家が変でも、まっ、いっかの巻
2,ヤマダ電機へ対抗で業界２位へ！　ビックカメラがコジマを買収でポイントはどうなる？【ニュース】
0,SDN48芹那が激白「彼氏を作って独り身を“脱出”したい」
1,本日のGoogleロゴは砲丸投　Googleロゴがスポーツ関連画像に変化第五弾
6,【Sports Watch】安藤美姫に災難再び、変顔写真に批判の声
2,フリーズする！充電が持たない！！　順調に苦情が増えているマイクロソフトのクレームキャンペーン【話題】
2,iPhoneに高く、Androidに低い「キャリアのカベ」【デジ通】
0,吉澤ひとみが新チーム結成「今、大事にしなきゃいけない人」
8,ウィコム、DIGNO DUAL WX04Kに動作の安定性を向上させるためにソフトウェア更新を提供開始
7,彼ママが姑に変わる瞬間！
5,1日2回のストレッチダイエット／飽きられない女の秘密など−【お気に入り登録記事】週間ランキング
8,ケータイ利用のシニア層に受け入れられるか！？NTTドコモ「らくらくスマートフォン F-12D」の気になる価格は？
2,感覚・体験を共有する　タッチ・インターネットが拓く未来（４）【テレスコープマガジン】
4,達成できる課と出来ない課の違いは何？　〜判断する際の検討材料〜｜実践！問題解決力テスト【第3問】
6,「自分から好きとは言う子じゃなかった」 浅田真央の幼少時代を知る番組ADとは？
0,椎名誠・原作“あやしいサバイバル・ムービー”の主題歌は星野源
1,あなただけのオリジナルダンス作成！ Twitter/Facebook連動コンテンツ「重低音BROTHERS meets EXTRA BASS 」
2,魁!! ビデオ道場　2012年１月号【ビデオSALON】
4,独立系システム開発会社 事業統括部長「年収はソコソコでいい」 - 年収1000万円プレイヤー図鑑 vol.6
7,【オトナ女子映画部】あの時こうしていれば…“優柔不断女子”に贈る映画『ハーフ・デイズ』
1,プレイ可能なGoogleロゴ第三弾！　Googleロゴがスポーツ関連画像に変化第十弾
7,梅村ゆずの結婚どころじゃないんですっ！　Presented by ゆるっとcafe
6,【Sports Watch】引退を表明した坂田、亀田一家に“もういいかげんにしてくれ”
8,"10,000以上のレシピから検索できる！「ハウス食品 スパイスレシピ」【Androidアプリ】"
8,本当に中身はらくらくなのか？シニア向けドコモスマホ「らくらくスマートフォン F-12D」のソフトウェアをチェック【レビュー】
6,大胆ヌードを披露した美女ストライカーとは
6,【Sports Watch】海老蔵殴打事件、元祖夜遊びJリーガーも“絡まれることはある”
6,【Sports Watch】田中＆里田の交際、アプローチは里田から
5,美白に必要な意外なモノ／美人を作るバスタイム活用法など−【ビューティ】週間ランキング
8,【最近のオススメ「Androidアプリ」特集：2012年8月20〜26日編】
8,ちょっと気が早いけど「Xperia GX」と「Xperia SX」を過去のXperiaシリーズと比較してみた
4,「仕事を辞めたら再就職できそう…」 - 辛口説教部屋 vol.28
1,Windows8登場でどう変わる？ 2012年パソコン秋冬モデルの動向を考える【デジ通】
6,「なぜ足で止めようと」自分の車に轢かれ今季絶望の選手
4,“Zoff feat. THE BAWDIES”でメンバーがスーツメガネ男子に変身
0,次世代のVFX技術で、時代遅れの旧式ロボット“ATOM”に吹き込まれた命
2,パイオニアから3D映像に対応した簡単操作のブルーレイディスクプレーヤー新発売
7,本当は羨ましい悪女という存在
3,自殺対策強化月間の標語“GKB47”を蓮舫氏が了承…物議醸す
2,着脱式ソーラーパネル搭載、外出先で充電できるメンズバッグシリーズ「HALOS」【売れ筋チェック】
8,iPhoneが実質値下げ！？ソフトバンクが基本使用料を無料にするキャンペーン「iPhone かえトクキャンペーン」を6月15日からスタート
0,ノオミ・ラパス「ロバート ・ダウニー・Jr.に抱きしめられて救われた」
6,「ダル、古閑美保を専属料理人に」報道へ驚きの声
3,天皇陛下の心臓手術の執刀医・天野医師の経歴が凄いと話題に
2,セミナーレポート 「EOS MOVIEセミナー〜EOS MOVIEで広がる映像の世界」【ビデオSALON】
